Location,Latitude,Longitude,Date_Reported,Date_Occurred,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Premise_Description,Status,Status_Description,Crime_Category,Weapon_desc,Weapon_cd,Mode_cd
SWINTON,34.2538,-118.4861,03/25/2020,03/24/2020,17:00:00,17,Devonshire,1758,1,36,F,H,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 0385
1800 W  41ST                         DR,34.009,-118.3113,1/06/2020 ,1/05/2020 ,22:00:00,3,Southwest,395,2,65,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,1202 0100 1822 0930
15100    VANOWEN                      ST,34.1976,-118.4574,07/23/2020,07/22/2020,21:35:00,9,Van Nuys,914,2,41,F,H,701,HOSPITAL,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,408
14000    RIVERSIDE                    DR,34.1576,-118.438,3/09/2020 ,3/02/2020 ,15:00:00,9,Van Nuys,964,1,76,F,W,404,DEPARTMENT STORE,IC,Invest Cont,Property Crimes,PC,PC_cd,2032 1202 0344 1822
9TH,34.0468,-118.2641,01/28/2020,1/03/2020 ,10:00:00,1,Central,161,1,41,F,W,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 2032 1822
6200 W  SUNSET                       BL,34.0998,-118.3211,02/16/2020,02/15/2020,02:15:00,6,Hollywood,647,2,23,F,X,102,SIDEWALK,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0913 0400 0444 0342
6000    DE SOTO                      AV,34.1793,-118.5905,04/19/2020,04/18/2020,17:00:00,21,Topanga,2158,2,50,M,W,203,OTHER BUSINESS,IC,Invest Cont,Property Crimes,PC,PC_cd,0329 1609
4800 S  GRAMERCY                     PL,33.999,-118.3138,09/14/2020,09/13/2020,23:35:00,12,77th Street,1203,2,37,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 1816 2034 1814 0448 0444 0417 0447 0906 1309
12100    VICTORY                      BL,34.1867,-118.3971,9/02/2020 ,9/02/2020 ,11:10:00,15,N Hollywood,1524,1,58,M,O,404,DEPARTMENT STORE,IC,Invest Cont,Property Crimes,PC,PC_cd,0325 2028
4600    FULTON                       AV,34.154,-118.4225,5/03/2020 ,5/02/2020 ,21:00:00,9,Van Nuys,979,2,59,M,W,102,SIDEWALK,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0356 0416
9600 S  WESTERN                      AV,33.9487,-118.309,3/07/2020 ,3/07/2020 ,05:30:00,12,77th Street,1283,2,35,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0355 0416 0446
4200 N  HUNTINGTON DR,34.0794,-118.1934,12/06/2020,12/05/2020,10:00:00,4,Hollenbeck,417,2,77,F,H,504,OTHER RESIDENCE,AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0913 0400 0408 0443 0561 2001 1701 1202
800 W  ANAHEIM                      ST,33.7795,-118.2712,09/25/2020,09/25/2020,23:10:00,5,Harbor,522,2,28,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0416 1206 1822 0446 0342
15000    HARTLAND                     ST,34.1953,-118.4597,11/21/2020,11/17/2020,06:45:00,9,Van Nuys,914,1,64,F,W,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,1202 0386
400 E  104TH                        ST,33.947,-118.2684,9/07/2020 ,9/07/2020 ,00:10:00,18,Southeast,1823,2,39,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 1813 0913 0444
6100    AVALON                       BL,33.9839,-118.2652,11/03/2020,11/03/2020,16:00:00,13,Newton,1385,2,30,M,O,108,PARKING LOT,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0400 0601
800    VENICE                       BL,33.9928,-118.4513,2/06/2020 ,2/06/2020 ,21:00:00,14,Pacific,1443,2,58,M,W,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,Property Crimes,PC,PC_cd,0329 2004
109TH                        ST,33.9374,-118.2739,08/19/2020,8/10/2020 ,20:20:00,18,Southeast,1842,1,31,F,B,101,STREET,IC,Invest Cont,Property Crimes,UNKNOWN WEAPON/OTHER WEAPON,500.0,1822 0344 1300 0358
COUNCIL,34.0747,-118.2903,7/12/2020 ,7/12/2020 ,03:00:00,20,Olympic,2019,2,25,F,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,Property Crimes,PC,PC_cd,1822 0329 1609
10800    ARLETA                       AV,34.2664,-118.4504,8/08/2020 ,8/08/2020 ,18:13:00,19,Mission,1943,1,80,F,H,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,Property Crimes,PC,PC_cd,329
100    SUNSET                       AV,33.994,-118.4772,3/04/2020 ,3/04/2020 ,08:15:00,14,Pacific,1412,1,30,F,W,517,MISSIONS/SHELTERS,AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2004 1218 0913 1817 0400
6600    DREXEL                       AV,34.0693,-118.3706,5/01/2020 ,5/01/2020 ,16:30:00,7,Wilshire,722,2,24,M,W,501,SINGLE FAMILY DWELLING,AO,Adult Other,Crimes against Public Order,CAPO,CAPO_cd,2038 0913 0361
1300    ANGELINA                     ST,34.0648,-118.2559,11/13/2020,11/13/2020,09:00:00,2,Rampart,238,2,29,M,B,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,Property Crimes,OTHER KNIFE,207.0,2000 1814 0329 0359 0913
1400    OCEAN FRONT WALK,33.9874,-118.4741,07/26/2020,07/26/2020,19:15:00,14,Pacific,1431,2,26,M,H,116,OTHER/OUTSIDE,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0344 0416
7500    VINELAND                     AV,34.2027,-118.3745,07/22/2020,07/22/2020,19:20:00,15,N Hollywood,1506,2,49,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Crimes against Public Order,CAPO,CAPO_cd,0561 2004
11000    MCCORMICK                    ST,34.166,-118.3714,3/06/2020 ,3/05/2020 ,18:00:00,15,N Hollywood,1548,1,25,M,H,123,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,Property Crimes,PC,PC_cd,0321 0344
6600    BEEMAN                       AV,34.1904,-118.4072,01/27/2020,01/26/2020,18:00:00,15,N Hollywood,1513,1,45,M,W,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,344
1100 N  VERMONT                      AV,34.0909,-118.2917,12/05/2020,12/05/2020,09:30:00,11,Northeast,1162,2,32,F,H,503,HOTEL,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0400 0416 2000 1206
2200 E  114TH                        ST,33.9315,-118.2336,7/03/2020 ,06/27/2020,01:00:00,18,Southeast,1849,2,33,F,B,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,Property Crimes,PC,PC_cd,1100 1822 1300 0329
600 S  BROADWAY,34.0467,-118.252,6/03/2020 ,05/29/2020,12:00:00,1,Central,153,1,69,F,O,201,JEWELRY STORE,IC,Invest Cont,Property Crimes,PC,PC_cd,1609 0344 1822 0352
9800    WOODLEY                      AV,34.2422,-118.4897,3/09/2020 ,2/12/2020 ,09:00:00,17,Devonshire,1777,2,14,F,B,720,JUNIOR HIGH SCHOOL,IC,Invest Cont,Crimes against Public Order,VERBAL THREAT,511.0,0443 1259 1251 2024 0913 1824
8800    HELEN                        AV,34.2287,-118.3652,6/05/2020 ,6/05/2020 ,16:00:00,16,Foothill,1676,2,34,F,H,104,DRIVEWAY,AA,Adult Arrest,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,1402 1814 0913 0448 0408
700 W  56TH                         ST,33.9915,-118.2842,07/16/2020,07/16/2020,17:40:00,12,77th Street,1218,2,41,M,H,101,STREET,IC,Invest Cont,Property Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,329
200 E  84TH                         ST,33.9628,-118.2717,4/11/2020 ,4/11/2020 ,03:40:00,12,77th Street,1268,2,23,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 1243 1813 0913 0416 0408
900 E  107TH                        ST,33.9393,-118.2587,09/28/2020,09/28/2020,14:00:00,18,Southeast,1834,2,60,F,B,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,Property Crimes,UNKNOWN WEAPON/OTHER WEAPON,500.0,0913 0329 1300
8900    TOBIAS                       AV,34.2318,-118.4516,6/10/2020 ,6/09/2020 ,23:30:00,19,Mission,1974,1,37,F,H,108,PARKING LOT,IC,Invest Cont,Property Crimes,PC,PC_cd,385
PICO                         BL,34.0488,-118.337,04/22/2020,04/22/2020,00:01:00,7,Wilshire,765,1,24,M,H,101,STREET,IC,Invest Cont,Violent Crimes,KNIFE WITH BLADE 6INCHES OR LESS,200.0,0416 0411 1822
2100    KENT                         ST,34.0745,-118.2654,2/01/2020 ,01/31/2020,23:55:00,2,Rampart,216,1,40,M,H,101,STREET,IC,Invest Cont,Property Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0916 1300 1310 1309 0337 1822 1311 0342 0432 0446
5000    SLAUSON                      AV,33.9942,-118.4077,03/28/2020,03/28/2020,02:35:00,14,Pacific,1458,2,34,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Crimes against Public Order,CAPO,CAPO_cd,0319 1906
7700    OSO                          AV,34.2104,-118.5754,12/06/2020,12/06/2020,10:26:00,21,Topanga,2128,2,54,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0361 0416
5600    COLFAX                       AV,34.1826,-118.3916,5/01/2020 ,04/28/2020,19:15:00,15,N Hollywood,1525,2,54,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,444
4900    HUNTINGTON                   DR,34.0867,-118.1768,10/24/2020,10/24/2020,15:30:00,4,Hollenbeck,426,1,36,M,H,210,RESTAURANT/FAST FOOD,IC,Invest Cont,Violent Crimes,HAND GUN,102.0,1407 1822 0430 1100 0906
700 S  ORANGE                       DR,34.0622,-118.3418,04/13/2020,4/12/2020 ,23:26:00,7,Wilshire,737,1,65,M,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Property Crimes,REVOLVER,101.0,0363 0337 1402 0209
6300    DEEP DELL                    PL,34.1152,-118.3268,9/09/2020 ,9/06/2020 ,19:00:00,6,Hollywood,626,2,58,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Property Crimes,PC,PC_cd,0329 1822
16300    LASSEN                       ST,34.2537,-118.4863,12/09/2020,12/03/2020,00:01:00,17,Devonshire,1758,1,54,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Property Crimes,PC,PC_cd,0385 0344
1000    FIGUEROA                     ST,33.7826,-118.2802,09/20/2020,09/19/2020,22:00:00,5,Harbor,514,1,50,M,W,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,1609 0329 0344 1300 1307
100 E  98TH                         ST,33.9472,-118.2739,11/27/2020,11/27/2020,13:00:00,18,Southeast,1822,2,20,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0913 0400 0416 0446
STAUNTON                     ST,34.0006,-118.2421,09/16/2020,09/16/2020,10:55:00,13,Newton,1367,2,38,M,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,Property Crimes,PC,PC_cd,329
6TH                          ST,34.0601,-118.2761,03/26/2020,03/25/2020,19:00:00,2,Rampart,245,2,22,F,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,Property Crimes,PC,PC_cd,0329 1307
600    HARBOR                       ST,33.9854,-118.4594,03/28/2020,03/28/2020,11:00:00,14,Pacific,1441,2,26,F,O,501,SINGLE FAMILY DWELLING,AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,500
10100    KESTER                       AV,34.2536,-118.4565,01/22/2020,01/21/2020,18:00:00,19,Mission,1956,2,46,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,1822 0929
LAKE HOLLYWOOD,34.1322,-118.3384,03/28/2020,03/27/2020,17:00:00,6,Hollywood,615,1,30,M,H,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 0329 1307
GLORIA,34.2085,-118.4793,7/03/2020 ,1/09/2020 ,16:10:00,10,West Valley,1018,2,26,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,0935 1822 0926 0930 0928 0929
2000    GRIFFITH PARK                BL,34.0977,-118.2739,10/15/2020,10/13/2020,20:00:00,11,Northeast,1144,1,37,F,W,710,OTHER PREMISE,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1822
600 W  80TH                         ST,33.9667,-118.2852,7/06/2020 ,7/06/2020 ,12:00:00,12,77th Street,1266,2,28,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 0400 1814 0429 0419 0913
10900    FRUITLAND                    DR,34.1385,-118.3681,09/13/2020,9/03/2020 ,22:55:00,15,N Hollywood,1596,1,33,M,W,103,ALLEY,IC,Invest Cont,Property Crimes,PC,PC_cd,1300 0344
S  BIXEL                        ST,34.0523,-118.2633,11/01/2020,10/31/2020,21:35:00,2,Rampart,249,1,24,M,W,108,PARKING LOT,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1300 1822 1307 1609 0329
1600 E  WASHINGTON                   BL,34.0209,-118.244,02/22/2020,02/22/2020,08:15:00,13,Newton,1317,1,54,M,H,108,PARKING LOT,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1606
1300 N  POINSETTIA                   PL,34.0944,-118.3483,06/17/2020,6/05/2020 ,08:00:00,6,Hollywood,644,1,27,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Property Crimes,PC,PC_cd,1822 0325 0344 0349
900 S  KINGSLEY                     DR,34.0545,-118.3031,12/24/2020,12/24/2020,18:30:00,20,Olympic,2044,2,48,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Property Crimes,PC,PC_cd,0329 1822 1609 1307
3500 W  58TH                         PL,33.9881,-118.3352,12/29/2020,12/29/2020,21:25:00,12,77th Street,1232,1,56,M,H,101,STREET,IC,Invest Cont,Violent Crimes,SEMI-AUTOMATIC PISTOL,109.0,1100 0430 1402 1822 0342 1300 0216 0906
AVALON,33.9601,-118.2651,08/14/2020,08/14/2020,17:00:00,18,Southeast,1803,2,58,M,B,108,PARKING LOT,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,1822 0416 0445 1300
SHIRLEY                      AV,34.2149,-118.5579,5/06/2020 ,5/04/2020 ,23:00:00,10,West Valley,1001,2,32,M,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,Property Crimes,PC,PC_cd,0329 1822
600 S  ALVARADO                     ST,34.0593,-118.275,10/11/2020,10/11/2020,11:53:00,2,Rampart,246,2,45,M,B,242,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0444 1822 1237
10200    SANTA MONICA                 BL,34.0605,-118.4193,02/18/2020,02/18/2020,17:25:00,8,West LA,839,1,49,F,W,109,PARK/PLAYGROUND,IC,Invest Cont,Property Crimes,PC,PC_cd,1822 0344 1609 0377
2600 S  FIGUEROA                     ST,34.0246,-118.2772,10/20/2020,10/20/2020,19:52:00,3,Southwest,329,2,19,X,X,203,OTHER BUSINESS,IC,Invest Cont,Property Crimes,PC,PC_cd,0329 1309 1822
1300 E  IMPERIAL                     HY,33.9295,-118.2519,10/30/2020,10/30/2020,13:30:00,18,Southeast,1846,2,30,M,B,301,GAS STATION,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,1822 1817 1300 0400 0416 0446 0342 0319
20300    ARMINTA                      ST,34.2132,-118.5754,05/28/2020,05/28/2020,12:00:00,21,Topanga,2128,2,15,M,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0416 0913 1259 0554 0602 0426 0408 0448
1000    LEIGHTON                     AV,34.0132,-118.2921,12/06/2021,4/03/2020 ,08:00:00,3,Southwest,379,2,48,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,1822 0100
105TH                        ST,33.947,-118.2684,12/19/2020,12/19/2020,15:30:00,18,Southeast,1823,2,33,M,H,101,STREET,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 1814 1300 0416 0446 0913
3500    WHITTIER                     BL,34.0266,-118.1982,10/06/2020,10/06/2020,12:10:00,4,Hollenbeck,479,2,80,M,H,504,OTHER RESIDENCE,AA,Adult Arrest,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 1813 0913 1241 0400 0416 1202
10900    GLENOAKS                     BL,34.2626,-118.4094,07/26/2020,07/26/2020,15:15:00,16,Foothill,1645,1,42,F,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,Crimes against Public Order,KITCHEN KNIFE,205.0,0334 0913 0555
21500    VENTURA                      BL,34.1681,-118.5987,12/21/2020,12/20/2020,08:00:00,21,Topanga,2187,2,35,M,X,203,OTHER BUSINESS,IC,Invest Cont,Property Crimes,PC,PC_cd,329
11800 S  FIGUEROA                     ST,33.9274,-118.2871,5/08/2020 ,5/08/2020 ,12:00:00,18,Southeast,1861,2,20,M,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 0913 1814 0416
1100 N  BUNDY                        DR,34.0797,-118.4823,12/21/2020,10/30/2020,15:30:00,8,West LA,813,1,15,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0500 0522 0913 1259 1813
FLORENCE                     AV,33.9747,-118.2827,8/11/2020 ,8/07/2020 ,08:00:00,12,77th Street,1249,1,26,F,B,108,PARKING LOT,IC,Invest Cont,Property Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0400 0416 0344 1310 0913 1817
7900    BEVERLY                      BL,34.0782,-118.3695,3/07/2020 ,3/07/2020 ,00:45:00,7,Wilshire,711,1,37,F,H,203,OTHER BUSINESS,IC,Invest Cont,Property Crimes,ROCK/THROWN OBJECT,306.0,1414 1609 0344
8700 S  HARVARD                      BL,33.9563,-118.3069,08/27/2020,08/27/2020,14:30:00,12,77th Street,1273,1,60,M,B,101,STREET,AO,Adult Other,Violent Crimes,UNKNOWN WEAPON/OTHER WEAPON,500.0,1202 0913 0443 0334 0445 0371 1309
5800 W  SUNSET                       BL,34.0998,-118.3211,12/13/2020,12/08/2020,19:00:00,6,Hollywood,647,1,26,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1822 1501 1251
1500 S  HOPE                         ST,34.0367,-118.2675,8/03/2020 ,8/03/2020 ,03:14:00,1,Central,192,1,25,M,H,102,SIDEWALK,IC,Invest Cont,Crimes against Public Order,HAND GUN,102.0,0312 1309 0329 1414 0334 1822
1200 W  39TH                         ST,34.0155,-118.2975,3/05/2020 ,3/05/2020 ,16:00:00,3,Southwest,377,2,55,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Crimes against Public Order,VERBAL THREAT,511.0,0913 0421 1309
8700 S  HARVARD                      BL,33.959,-118.3068,2/08/2020 ,2/07/2020 ,03:00:00,12,77th Street,1273,1,50,F,B,108,PARKING LOT,IC,Invest Cont,Property Crimes,PC,PC_cd,0329 1307 1609 0358 0344 1822
4800    BAKMAN                       AV,34.1577,-118.3774,01/15/2020,1/12/2020 ,19:00:00,15,N Hollywood,1555,1,26,M,W,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,1300 0344
15500    VANOWEN                      ST,34.1939,-118.471,11/11/2020,11/10/2020,21:50:00,9,Van Nuys,911,2,37,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 0416
113TH,33.932,-118.2786,10/09/2020,10/07/2020,20:00:00,18,Southeast,1842,1,28,F,H,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1822 1606 0321 1302
4TH                          ST,34.067,-118.2899,07/14/2020,07/14/2020,17:00:00,20,Olympic,2029,1,24,M,H,158,TRANSIENT ENCAMPMENT,IC,Invest Cont,Violent Crimes,BLUNT INSTRUMENT,302.0,0416 0342 1822 0444 1218
4000    VENICE                       BL,34.0457,-118.3255,03/16/2020,03/13/2020,20:45:00,7,Wilshire,767,1,31,F,B,720,JUNIOR HIGH SCHOOL,IC,Invest Cont,Property Crimes,PC,PC_cd,1601 0344
4000    EAGLE ROCK                   BL,34.1201,-118.2289,4/01/2020 ,4/01/2020 ,07:50:00,11,Northeast,1136,1,45,F,H,301,GAS STATION,IC,Invest Cont,Property Crimes,PC,PC_cd,0601 0344
900 W  65TH                         ST,33.9801,-118.2914,12/15/2020,12/15/2020,20:47:00,12,77th Street,1248,2,59,M,B,707,GARAGE/CARPORT,IC,Invest Cont,Property Crimes,PC,PC_cd,1822 0329
LAKME,33.7801,-118.2599,07/17/2020,07/17/2020,19:40:00,5,Harbor,529,2,29,M,H,101,STREET,AO,Adult Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0913 0416 1300 1310 1813 2000
6500    GLORIA                       AV,34.1889,-118.4793,9/10/2020 ,9/10/2020 ,12:40:00,10,West Valley,1039,2,53,M,W,101,STREET,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0913 1820 0329 0416 1300
3900    RIVERTON                     AV,34.1401,-118.3668,08/18/2020,08/18/2020,22:45:00,15,N Hollywood,1585,1,32,M,B,158,TRANSIENT ENCAMPMENT,IC,Invest Cont,Property Crimes,PC,PC_cd,0344 1218 1822
700    IROLO                        ST,34.0581,-118.3009,10/31/2020,7/01/2020 ,17:20:00,20,Olympic,2034,2,31,F,O,605,AUTOMATED TELLER MACHINE (ATM),IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,0922 0100
14900    MAYALL                       ST,34.2536,-118.4564,07/26/2020,07/26/2020,10:30:00,19,Mission,1956,1,57,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Property Crimes,PC,PC_cd,344
2600 S  BURNSIDE                     AV,34.0325,-118.3605,06/14/2020,06/14/2020,18:00:00,3,Southwest,311,2,21,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0448 0419
20600    VENTURA                      BL,34.1679,-118.5804,02/26/2020,02/19/2020,22:00:00,21,Topanga,2189,2,45,F,O,108,PARKING LOT,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,1822 0930
VENICE                       BL,34.0337,-118.3804,02/15/2020,02/15/2020,08:30:00,8,West LA,899,1,47,F,H,102,SIDEWALK,AO,Adult Other,Property Crimes,PC,PC_cd,0377 0344 0346 0390 1822
OLYMPIC                      BL,34.0234,-118.2177,8/06/2020 ,8/06/2020 ,20:45:00,4,Hollenbeck,497,2,34,M,H,102,SIDEWALK,IC,Invest Cont,Fraud and White-Collar Crimes,FWCC,FWCC_cd,1402 0701
600 S  BREED                        ST,34.0381,-118.215,02/23/2020,02/23/2020,12:00:00,4,Hollenbeck,473,1,10,M,W,410,"MEMBERSHIP STORE (COSTCO,SAMS CLUB)*",IC,Invest Cont,Property Crimes,PC,PC_cd,344
10500    RIVERSIDE                    DR,34.1522,-118.3593,2/04/2022 ,3/01/2020 ,12:00:00,15,N Hollywood,1569,1,39,F,H,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,Violent Crimes,KNIFE WITH BLADE 6INCHES OR LESS,200.0,0444 0411 0429 0913 0400 0416 2000 1814
9200 W  PICO                         BL,34.0553,-118.3919,10/26/2020,10/26/2020,20:10:00,8,West LA,857,2,17,M,W,102,SIDEWALK,JO,Juv Other,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,0400 1251 0444 0446 1259 2024
DE SOTO                      AV,34.1938,-118.5884,2/05/2020 ,2/05/2020 ,08:00:00,21,Topanga,2157,2,19,F,H,101,STREET,IC,Invest Cont,Violent Crimes,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400.0,2000 0416
11700    ALLIN                        ST,33.9929,-118.4091,03/22/2020,03/21/2020,19:45:00,14,Pacific,1468,2,3,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Crimes against Persons,CAP,CAP_cd,1501
11200    SPROULE                      AV,34.2741,-118.4017,12/06/2020,11/17/2020,00:01:00,16,Foothill,1633,2,36,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,Crimes against Public Order,CAPO,CAPO_cd,1501 1906
4100    BRIGHTON                     AV,34.0098,-118.3012,08/31/2020,08/28/2020,16:00:00,3,Southwest,397,1,56,M,H,101,STREET,IC,Invest Cont,Property Crimes,PC,PC_cd,0329 0344 0385 1307 1822
115TH                        ST,33.9304,-118.2504,08/27/2020,08/27/2020,16:40:00,18,Southeast,1846,1,42,M,B,101,STREET,IC,Invest Cont,Violent Crimes,KNIFE WITH BLADE 6INCHES OR LESS,200.0,0411 2033 1822 0919 1300 1310 0858
1000    ROSE                         AV,34.0042,-118.4624,09/21/2020,09/20/2020,21:20:00,14,Pacific,1415,1,42,F,W,158,TRANSIENT ENCAMPMENT,AA,Adult Arrest,Property Crimes,UNKNOWN WEAPON/OTHER WEAPON,500.0,0400 1814 1218 2000
